Names,Email,Phones
"Профикс, ООО, торгово-сервисная компания",,+7‒914‒2‒727‒187
"Интернет-магазин смарт-терминалов",,"+7‒964‒425‒18‒89, +7‒924‒765‒01‒84"
"Передовые решения, ООО, сервисный центр",,"+7 (4112) 35‒20‒74, +7 (4112) 35‒30‒84"
"Аргус, ООО, торгово-сервисная компания",,"+7‒914‒105‒53‒38, +7‒984‒102‒56‒63"
"Интеллект, ООО, торгово-внедренческая компания",,"+7 (4112) 22‒55‒01, +7 (4112) 25‒10‒01"
"Моё дело, ООО",,"+7 (4112) 25‒21‒01, +7‒924‒593‒01‒01"
"Автоматизация бизнеса, торгово-сервисная компания",,"+7 (4112) 318‒300"
1С:Франчайзинг,,+7‒914‒2‒725‒015
"Инфостарт, ООО",,"+7 (4112) 31‒81‒00, +7‒914‒2‒712‒939"
"Касса 1С: Франчайзи, центр технического обслуживания",,"+7 (4112) 31‒88‒75, +7 (4112) 45‒91‒22, +7‒924‒460‒68‒88"
"Единая торговая система, СВФУ им. М.К. Аммосова",,"+7 (4112) 36‒03‒31, +7 (4112) 36‒09‒52"
"Торгтехсервис, ООО, центр автоматизации торговли",,
"1С: Франчайзи, торгово-внедренческая компания",,"+7 (4112) 22‒33‒61, +7 (4112) 22‒58‒62"
amoCRM_lab_ykt,,+7‒964‒417‒06‒10
IT-проф,,+7‒924‒765‒45‒60
"БизнесПрофи, ООО, аутсорсинговая компания",bpsakha@inbox.ru,"+7‒914‒2‒718‒131, +7‒914‒285‒51‒00"
"БИЗКВИТ. Пекарня бизнеса, ООО",bk723377@mail.ru,"+7 (4112) 241‒333, +7‒968‒154‒13‒33, +7‒914‒2‒723‒377"
"Компания по налоговой консультации, ИП Шишигина М.В.",,"+7‒914‒2‒716‒375, +7‒914‒271‒30‒68"
"Профи+, консалтинговое агентство",,"+7‒914‒2‒713‒068, +7‒914‒2‒716‒375"
"West by fleet, учебный центр по повышению финансовой грамотности населения",,"+7‒924‒164‒67‒16, +7‒924‒175‒88‒01"
"Агентство инвестиционного развития Республики Саха (Якутия), ГБУ",,"+7 (4112) 42‒32‒99"
"Агентство по защите прав налогоплательщиков, ООО",fond-nalog@mail.ru,"+7‒924‒662‒31‒56, +7‒924‒662‒31‒20, +7 (4112) 33‒56‒86"
"Якутия, АО, венчурная компания",,"+7 (4112) 211‒540"
"Агентство налоговых решений, ИП Бут Г.Г.",,"+7‒914‒237‒45‒09, +7‒964‒425‒96‒07"
"Агентство по защите прав потребителей, ООО",,"+7 (4112) 219‒369"
"ФИНЭК, ООО, аутсорсинговая компания",,+7‒999‒174‒97‒22
"Агентство по обеспечению госзаказа, ООО",,"+7‒914‒2‒730‒111, +7‒924‒765‒96‒60, +7‒914‒2‒704‒233, +7 (4112) 402‒660, +7‒924‒765‒86‒60"
"Бигэ, инвестиционная компания",,"+7 (4112) 44‒47‒86"
"Виктория, консалтинговое агентство",,"+7‒914‒2‒704‒711, +7 (4112) 21‒93‒77"
"ППФ Страхование жизни, ООО",,8‒800‒775‒82‒00
"Гарант, ООО, центр бухгалтерского обслуживания",,"+7 (4112) 21‒96‒89"
"Гранд, ООО, аудиторско-консалтинговая фирма",,"+7 (4112) 42‒03‒30"
"Мост в Китай, ООО",,+7‒964‒417‒55‒63
"ДАР, ПО",,"+7 (4112) 32‒59‒59"
"BIZZONE, агентство по реализации и продвижению бизнеса",,"+7‒914‒824‒70‒99, 8‒800‒550‒26‒44"
"Баланс, ООО, компания бухгалтерских услуг",balans.ykt@mail.ru,"+7‒914‒100‒90‒10, +7‒914‒222‒99‒23"
"Даймонд ритейл, ООО",,+7‒914‒2‒719‒199
"Бюро бухгалтерских услуг",,+7‒914‒820‒36‒01
"Простор, агентство недвижимости",,"+7 (4112) 25‒25‒71, +7‒914‒234‒29‒98"
"Налоговые консультанты, финансово-юридическая компания",,"+7 (4112) 22‒72‒74"
"Фин-ЭК, консалтингово-бухгалтерская фирма",,"+7 (4112) 34‒40‒13, +7 (4112) 34‒40‒24"
"Айар Юр, юридическая фирма",,"+7‒964‒423‒68‒89, +7‒924‒595‒72‒22, +7‒965‒676‒58‒59, +7 (4112) 42‒34‒61"
"1С БухОбслуживание, аутсорсинговая фирма",,"+7 (4112) 255‒407, +7‒914‒268‒27‒90, +7‒924‒765‒54‒07"
"Главбух, ООО, консалтинговая фирма",,"+7 (4112) 36‒35‒42, +7‒914‒2‒747‒639, +7 (4112) 36‒01‒05"
"Правозащитник, ООО",,+7‒914‒273‒27‒37
"Прайм Аутсорсинг, ООО, аутсорсинговая компания",,"+7 (4112) 72‒83‒38, +7‒914‒271‒94‒55"
"Бухгалтерия ТУТ, бухгалтерская фирма",,"+7‒914‒105‒67‒65, +7‒914‒2‒746‒628"
"Центр бухгалтерских услуг, ИП Иванова А.В.",,+7‒967‒912‒80‒91
"Эксперт, бухгалтерское агентство",,"+7‒914‒2‒712‒533, +7‒962‒730‒55‒20"
"БухучетНалогиПраво, ООО, бухгалтерско-юридическая компания",,+7‒924‒175‒78‒28
"Саха Лайн-Икс, ООО, инвестиционный фонд",,+7‒968‒150‒86‒99
"БрУттО, центр бухгалтерских услуг",,+7‒924‒761‒77‒42
"Аналитик, ООО, аудиторско-бухгалтерская фирма",,"+7‒914‒2‒728‒332, +7 (4112) 22‒51‒89"
"Центр привлечения инвестиций, ООО",,"+7 (4112) 219‒666"
"Финансовое оздоровление, центр бухгалтерского и юридического сопровождения",,"+7 (4112) 32‒59‒59, +7‒914‒825‒99‒37"
"Технология Права, юридическая компания",,+7‒914‒275‒99‒31
"АрктикКонсалт, ООО, консалтинговая компания",,"+7‒924‒869‒12‒82, +7‒924‒765‒11‒90"
Экспресс-Бухгалтерия,,"+7‒914‒288‒18‒01, +7 (4112) 75‒55‒68"
"БУХГАЛТЕРСКАЯ ФИРМА, ООО",,"+7‒914‒2‒700‒693, +7‒914‒2‒745‒509"
"Северо-Восток Аудит, ООО, аудиторско-консалтинговая фирма",,"+7‒914‒2‒700‒357, +7‒914‒2‒759‒970"
"Агентство финансовое решение, ООО, консалтинговая фирма",,"+7‒914‒267‒69‒77, +7‒924‒367‒06‒73"
"Сахаконсалтинг, ООО, аутсорсинговая компания",,+7‒914‒235‒09‒03
"1С БухОбслуживание, аутсорсинговая фирма",,"+7 (4112) 255‒407, +7‒914‒268‒27‒90, +7‒924‒765‒54‒07"
СахаФинансГрупп,,"+7 (4112) 25‒19‒91, +7‒914‒2‒72‒77‒40, +7‒924‒765‒19‒91"
"SAYBM, консалтинговая компания",,"+7‒999‒174‒97‒77, +7‒968‒151‒55‒25"
"1С БухОбслуживание, аутсорсинговая фирма",,"+7 (4112) 255‒407, +7‒914‒268‒27‒90, +7‒924‒765‒54‒07"
"Хатын, торговая компания",ssn-05@mail.ru,"+7 (4112) 31‒74‒24, +7 (4112) 31‒75‒10"
"Евролайн, магазин строительных материалов и оборудования",evroline_ykt@mail.ru,"+7‒914‒2‒711‒436, +7‒914‒2‒725‒064"
"Гекса-Дальний Восток, ООО, торговый дом",,"+7 (4112) 21‒00‒14"
"Фазенда, магазин товаров для любителей загородной жизни",,"+7 (4112) 500‒999"
"Агентство инвестиционного развития Республики Саха (Якутия), ГБУ",,"+7 (4112) 42‒32‒99"
"Профессионал, ООО, экспертно-оценочная компания",,"+7 (4112) 25‒62‒22, +7‒924‒765‒62‒22, +7 (4112) 25‒61‒11"
"Агентство оценки и консалтинга, ООО",,"+7‒914‒225‒61‒87, +7 (4112) 22‒71‒91"
"Торгово-промышленная палата Республики Саха (Якутия)",,"+7 (4112) 42‒57‒43, +7 (4112) 42‒11‒32, +7 (4112) 42‒07‒89"
"ReCon, компания по ресторанному консалтингу",,+7‒924‒366‒76‒78
"ФИНЭК, ООО, аутсорсинговая компания",,+7‒999‒174‒97‒22
"Гранд, ООО, аудиторско-консалтинговая фирма",,"+7 (4112) 42‒03‒30"
"Мост в Китай, ООО",,+7‒964‒417‒55‒63
"Стандарты и сертификация, ООО",,"+7‒924‒168‒46‒78, +7 (4112) 444‒685"
"ЯкутскПрофФинанс, ООО",,+7‒914‒236‒32‒54
"Центр стратегических исследований Республики Саха (Якутия), ГАУ",,"+7 (4112) 50‒60‒80"
"РостПрофи, ООО, центр стандартизации",,"+7 (4112) 42‒42‒44, +7‒914‒233‒95‒38"
"BIZZONE, агентство по реализации и продвижению бизнеса",,"+7‒914‒824‒70‒99, 8‒800‒550‒26‒44"
"Аудит, ООО, компания",,"+7‒964‒425‒00‒53, +7‒914‒2‒745‒047, +7‒914‒2‒720‒620"
"Focus, центр консалтинга по управлению ассортиментом",,+7‒984‒114‒34‒53
"1С БухОбслуживание, аутсорсинговая фирма",,"+7 (4112) 255‒407, +7‒914‒268‒27‒90, +7‒924‒765‒54‒07"
"HR-management, кадровый центр",,+7‒924‒866‒87‒18
"ЮС, юридическая контора",,+7‒914‒2‒733‒311
"Отчетариус, аутсорсинговая компания",,"+7‒914‒2‒711‒048, +7‒914‒2‒711‒038"
"Катакин, ООО, консалтинговая компания",,+7‒924‒595‒91‒11
"Региональный центр инжиниринга",,"+7 (4112) 40‒21‒54"
"Сахаконсалтинг, ООО, аутсорсинговая компания",,+7‒914‒235‒09‒03
СахаФинансГрупп,,"+7 (4112) 25‒19‒91, +7‒914‒2‒72‒77‒40, +7‒924‒765‒19‒91"
"Барракуда, ООО, консалтинговая компания",,+7‒967‒911‒86‒61
"SAYBM, консалтинговая компания",,"+7‒999‒174‒97‒77, +7‒968‒151‒55‒25"
"1С БухОбслуживание, аутсорсинговая фирма",,"+7 (4112) 255‒407, +7‒914‒268‒27‒90, +7‒924‒765‒54‒07"
"1С БухОбслуживание, аутсорсинговая фирма",,"+7 (4112) 255‒407, +7‒914‒268‒27‒90, +7‒924‒765‒54‒07"
"Торгово-производственная компания, ИП Шилов М.Ф.",paeg1@yandex.ru,"+7‒914‒2‒716‒979, +7‒914‒2‒706‒573, +7‒914‒2‒733‒815, +7 (4112) 43‒27‒65"
"Кассервис, ООО, центр технического обслуживания",kasservis18@bk.ru,"+7‒924‒271‒71‒54, +7‒914‒172‒55‒88, +7‒964‒422‒87‒15"
"Фабрика мебели №1, производственная фирма",fm-1@bk.ru,"+7 (4112) 35‒52‒14, +7 (4112) 35‒12‒94, +7‒924‒766‒02‒16, +7 (4112) 260‒216, +7 (4112) 44‒61‒97"
"Виктория, сеть мебельных салонов",,"+7 (4112) 401‒111"
"VERONA, производственная фирма",info@verona14.ru,"+7 (4112) 25‒05‒41, +7‒914‒100‒24‒11, +7‒914‒2‒75‒66‒77"
"Сино-Вент, ООО, торговая компания",,"+7‒924‒166‒38‒00, +7 (4112) 33‒21‒95, +7‒914‒2‒716‒346, +7 (4112) 33‒20‒84"
"Якутторгтехника, торгово-сервисная фирма",,"+7 (4112) 35‒10‒66, +7 (4112) 35‒47‒26"
"МебельКомплект, торгово-производственная мебельная компания",,"+7‒964‒416‒16‒23, +7‒914‒2‒752‒068"
"МасАрт, ООО, строительно-производственная компания",,"+7 (4112) 21‒00‒08, +7‒914‒2‒746‒900, +7‒914‒2‒744‒417"
"Мастер Мебель, торгово-монтажная компания",antar_mebel@mail.ru,
"Ателье мебели Папа Карло",papakarloykt@mail.ru,"+7 (4112) 25‒25‒20, +7‒924‒765‒25‒20"
"Прайд, мебельная фирма",,"+7‒924‒569‒84‒22, +7 (4112) 21‒38‒83"
"Магазин торгового оборудования",,"+7 (4112) 44‒70‒32, +7‒914‒2‒745‒898"
"Топ Мебель, производственная фирма",yakutskexpress@gmail.com,"+7‒968‒154‒15‒01, +7‒914‒2‒740‒834, +7‒914‒2‒74‒24‒64"
"Неотек, ООО, авторизованный сервисный центр",,"+7‒914‒2‒718‒974, +7 (4112) 40‒59‒09"
"Твоя Мебель, центр изготовления мебели",,+7‒924‒872‒90‒24
"ТРИВИДИ, ООО, проектно-производственная компания",,"+7 (4112) 20‒20‒04, +7‒914‒271‒86‒08, +7‒924‒662‒70‒08"
"Магазин расходных материалов для рекламного производства и декора",,"+7 (4112) 25‒11‒40"
"Леон-Икс, компания по изготовлению мебели",,+7‒914‒224‒07‒20
"Концепт мебель, производственная компания",,"+7‒914‒2‒716‒461, +7‒924‒660‒65‒64"
"MEBELIT, центр встроенной мебели",,"+7 (4112) 250‒966, +7‒924‒168‒48‒46"
"СахаПрезент, ООО, компания",,+7‒924‒765‒16‒95
"ВудЛайн, производственно-торговая фирма",,"+7 (4112) 39‒17‒82"
"Гранд Мебель, компания по изготовлению мебели",,"+7‒914‒108‒48‒25, +7‒984‒104‒55‒25"
"Янтеро, студия дизайна интерьера и корпусной мебели",,+7‒914‒2‒701‒042
"Мастер Мебель, торгово-монтажная компания",antar_mebel@mail.ru,
"Магазин торгового оборудования",,"+7 (4112) 44‒70‒07"
"Янтеро, студия дизайна интерьера и корпусной мебели",,+7‒914‒2‒701‒042
"ЮНИЧЕЛ, магазин обуви",,
"Marie Collet, магазин обуви и аксессуаров",,
"ЮНИЧЕЛ, магазин обуви",,
"Дэлэгэй, ООО, сельскохозяйственная торговая компания",zahar_klimentov@mail.ru,"+7‒914‒109‒08‒09, +7‒924‒177‒26‒63, +7‒968‒150‒55‒99, +7‒914‒228‒18‒18"
"ТИМИН, ООО, торговая компания",,"+7 (4112) 300‒105, +7‒924‒660‒77‒27"
"Фураж, магазин по продаже комбикорма",,"+7‒914‒2‒744‒446, +7 (4112) 74‒44‒43"
"Дэлэгэй, ООО, сельскохозяйственная торговая компания",zahar_klimentov@mail.ru,"+7‒914‒109‒08‒09, +7‒924‒177‒26‒63, +7‒968‒150‒55‒99, +7‒914‒228‒18‒18"
"Весёлый кондитер, магазин кондитерских изделий и товаров для кондитеров",,+7‒914‒286‒71‒47
"Унция, магазин чая, кофе и сладостей",,+7‒914‒263‒58‒53
"Якутский пчелоцентр, магазин по продаже натурального меда",,"+7‒924‒664‒16‒33, +7‒924‒662‒06‒61"
"Дары тайги, магазин",,"+7‒999‒174‒50‒96, +7‒984‒105‒63‒22"
"Поляна, пасека",,+7‒924‒661‒61‒00
"Лавка знахаря, магазин фитопродукции",,+7‒914‒226‒31‒30
"Якутский мёд, магазин",,+7‒914‒291‒45‒79
"Фермерская лавка",,+7‒924‒768‒55‒85
"Тенториум, пчеловодческая компания",,"+7‒924‒660‒57‒70, +7‒914‒2‒751‒221"
"Кун тыкта, компания по оптовой продаже якутского меда",,+7‒914‒2‒70‒88‒14
"Пасека Семеновых, медовая лавка",,+7‒924‒366‒07‒99
"Jafra, магазин косметики",,"+7‒914‒110‒70‒25, +7‒967‒910‒17‒69"
"Частная пасека Барышевых, магазин башкирского меда",,
"Зея, магазин кондитерских изделий",,
"Медовик Алтая, магазин медовой продукции",,
"Центр по продаже продуктов пчеловодства от Очеретяного Романа Николаевича",,"+7‒914‒108‒68‒86, +7 (4112) 20‒44‒47"
"Мед от Мусихиных, магазин",,
"Якутский пчелоцентр, магазин по продаже натурального меда",,"+7‒924‒664‒16‒33, +7‒924‒662‒06‒61"
"Пасека Семеновых, медовая лавка",,+7‒924‒366‒07‒99
"Якутский пчелоцентр, магазин по продаже натурального меда",,"+7‒924‒664‒16‒33, +7‒924‒662‒06‒61"
"Якутский пчелоцентр, магазин по продаже натурального меда",,"+7‒924‒664‒16‒33, +7‒924‒662‒06‒61"
"Якутский пчелоцентр, магазин по продаже натурального меда",,"+7‒924‒664‒16‒33, +7‒924‒662‒06‒61"
"Мастер, магазин инструмента и оборудования",master-ykt@mail.ru,
"РОЗТОР, магазин товаров для дома и дачи",,
"Планета Электро, сеть профессиональных магазинов электрики и инструментов",info@planeta-electro.com,
"Востоктехторг, АО, торговая компания",zaovtt@yandex.ru,
"Данила Мастер, магазин электроинструмента и промышленного оборудования",,"+7‒924‒765‒79‒99, +7‒924‒765‒12‒22"
"ЯкутМоторСервис, торгово-сервисная компания",,"+7‒914‒305‒94‒06, +7 (4112) 43‒00‒80, +7 (4112) 43‒00‒90"
"Интергрупп-Благовещенск, АО, торговая компания",,"+7‒924‒765‒28‒00, +7 (4112) 25‒28‒00"
"Восточная Техника, ООО, официальный дилер Caterpillar",info@vost-tech.ru,"+7 (4112) 35‒03‒07, +7 (4112) 35‒03‒08"
"Аквапром, магазин",,"+7 (4112) 25‒35‒67"
"SKAT, сервисный центр",,"+7‒924‒367‒08‒72, +7‒924‒767‒21‒41"
"Центр крепежа",,"+7 (4112) 70‒09‒00"
"Город мастеров, магазин оборудования для дома и дачи",,
"Техстройконтракт, ООО, торгово-сервисная компания",,8‒800‒700‒03‒30
"Спецтехника-СЕВЕР, ООО",,"+7 (4112) 42‒04‒21, +7 (4112) 42‒04‒22, +7‒914‒270‒74‒74"
"Инстрой, магазин строительных материалов и инструмента",,"+7 (41143) 4‒77‒73"
"Эффективные технологии, ООО, группа компаний",,"+7 (4112) 25‒12‒08"
"Энергопневмомаш, торгово-сервисная компания",,"+7‒914‒303‒38‒52, +7‒914‒2‒74‒33‒70"
"Мастер, магазин инструмента и оборудования",master-ykt@mail.ru,
"Данила Мастер, магазин электроинструмента и промышленного оборудования",,"+7‒924‒765‒79‒99, +7‒924‒765‒12‒22"
"Данила Мастер, магазин электроинструмента и промышленного оборудования",,"+7‒924‒765‒79‒99, +7‒924‒765‒12‒22"
"Профильные системы, ООО, производственно-монтажная компания",prosystem.ykt@mail.ru,"+7 (4112) 22‒31‒98, +7 (4112) 22‒60‒53, +7‒914‒221‒80‒51"
"Завод Окон, производственно-монтажная компания",,"+7 (4112) 391‒888, +7 (4112) 391‒880"
"ПроФи, производственно-монтажная компания",profiykt@bk.ru,+7‒924‒360‒83‒38
"Металл Торг","metall_torg@mail.ru, zayavka@metalltorg.biz","+7 (4112) 47‒33‒33, +7‒914‒300‒60‒90, +7‒924‒599‒99‒51, +7‒962‒738‒33‒38"
"Евролайн, магазин строительных материалов и оборудования",evroline_ykt@mail.ru,"+7‒914‒2‒711‒436, +7‒914‒2‒725‒064"
"Т.Б.М.-Байкал, торговая компания",,"+7 (4112) 31‒80‒10"
"Окна К, ООО, торгово-монтажная компания",kvn04@mail.ru,
"Окна.ру, торгово-монтажная компания",,+7‒914‒2‒703‒191
"RTD, торговая компания",,"+7 (4112) 403‒989, +7 (4112) 403‒976"
"Теплый дом",,"+7‒914‒222‒32‒11, +7‒914‒303‒44‒92"
"Омега окна, производственно-монтажная компания",,"+7‒924‒178‒60‒00, +7‒914‒2‒722‒753"
"Окна Якутска, торгово-монтажная компания",,"+7‒914‒2‒740‒717, +7 (4112) 21‒58‒09"
"Мастер Билл Якутск, торгово-монтажная компания",,+7‒914‒2‒705‒311
"ЛеГоДом, служба ремонта окон",,+7‒914‒2‒725‒056
"KBE, торгово-монтажная компания",,+7‒914‒2‒702‒521
"Рассвет, ООО, строительно-производственное предприятие",,"+7 (4112) 36‒18‒39, +7 (4112) 36‒21‒67, +7 (4112) 36‒43‒98, +7 (4112) 36‒25‒52"
"Столярный цех, ИП Олесов А.А.",,+7‒914‒2‒700‒518
"Северный профиль, торгово-монтажная компания",,"+7‒914‒2‒705‒970, +7‒914‒2‒717‒095"
"Конфетка, автоателье",,+7‒964‒421‒20‒11
"Доктор окон, монтажно-установочная компания",,+7‒965‒996‒04‒05
"Балкон сервис, производственно-монтажная фирма",,"+7 (4112) 750‒844"
"Ремонтно-монтажная компания, ИП Медведев А.А.",,+7‒924‒869‒21‒92
"Металл Торг","metall_torg@mail.ru, zayavka@metalltorg.biz","+7 (4112) 47‒33‒33, +7‒914‒300‒60‒90, +7‒924‒599‒99‒51, +7‒962‒738‒33‒38"
"Евролайн, магазин строительных материалов и оборудования",evroline_ykt@mail.ru,"+7‒914‒2‒711‒436, +7‒914‒2‒725‒064"
"Окна К, ООО, торгово-монтажная компания",kvn04@mail.ru,
"Окна.ру, торгово-монтажная компания",,"+7‒914‒2‒740‒533, +7 (4112) 25‒77‒88"
"Металл Торг","metall_torg@mail.ru, zayavka@metalltorg.biz","+7 (4112) 47‒33‒33, +7‒914‒300‒60‒90, +7‒924‒599‒99‒51, +7‒962‒738‒33‒38"
"Евролайн, магазин строительных материалов и оборудования",evroline_ykt@mail.ru,"+7‒914‒2‒711‒436, +7‒914‒2‒725‒064"
"Окна.ру, торгово-монтажная компания",,+7‒914‒2‒74‒14‒15
"Окна.ру, торгово-монтажная компания",,"+7 (4112) 34‒33‒05"
"Алан, ООО, производственно-монтажная фирма",,"+7‒914‒2‒700‒044, +7‒924‒567‒00‒44"
"Мастер Мебель, торгово-монтажная компания",antar_mebel@mail.ru,
"ORRO MOSAIC, магазин мозаики",,"+7 (4112) 21‒52‒33"
"Салон интерьера De Art, компания по производству столешниц и изделий из камня",deart.ykt@yandex.ru,"+7 (4112) 25‒05‒36, +7‒924‒765‒05‒36"
"ARTDESIGN, дизайн-студия",,"+7‒965‒998‒73‒78, +7‒914‒268‒53‒33"
"Художественная мастерская Юрия Ксенофонтова",,"+7‒914‒223‒61‒72, +7 (4112) 32‒15‒68"
"Линия-PRO, студия дизайна, ландшафта и архитектуры",,"+7‒914‒2‒71‒00‒64, +7‒914‒2‒70‒88‒03"
"Творческая студия по изготовлению витражей",,+7‒914‒109‒89‒29
"Алтех, производственно-монтажная компания",,+7‒914‒2‒73‒00‒37
"Мастер Мебель, торгово-монтажная компания",antar_mebel@mail.ru,
"Heat Life, торговая фирма",galleon65@mail.ru,"+7‒914‒238‒33‒87, +7‒914‒294‒60‒07, +7 (4112) 32‒78‒27, +7‒914‒290‒20‒50"
"АСК-Строй, производственная фирма",okter-stroy@mail.ru,"+7 (4112) 36‒37‒82, +7 (4112) 36‒36‒72"
"АкваДом, магазин",akva_art@mail.ru,+7‒914‒2‒75‒44‒11
"Востоктехторг, АО, торговая компания",zaovtt@yandex.ru,
"Метрика, магазин строительных товаров",,+7‒914‒2‒737‒703
"Квартира, интерьер-салон",,"+7‒924‒766‒01‒37, +7 (4112) 26‒01‒37"
"КапБрусДом, строительная компания",,+7‒914‒248‒09‒59
"Энергосберегающие технологии, ООО",,"+7 (4112) 32‒02‒81, +7 (4112) 32‒01‒38"
"ИнТехПул, строительно-сервисная фирма",,"+7‒924‒662‒34‒35, +7‒914‒225‒21‒59"
"Сахатеплоэлектромонтаж, ООО, торгово-строительная компания",,"+7 (4112) 22‒30‒03, +7‒914‒2‒708‒655"
"Торгово-монтажная фирма, ИП Гоманов А.М.",,"+7 (4112) 36‒37‒82, +7 (4112) 36‒36‒72"
"Daewoo Enertec, торговая компания",,+7‒914‒2‒702‒712
"Мастерфайбр-Актив, ООО, производственно-торговая фирма",mfa14@mail.ru,"+7 (4112) 44‒51‒13, +7‒914‒2‒701‒377"
"ФинКраска, студия колеровки лакокрасочных материалов",ysdsun@mail.ru,"+7‒914‒2‒72‒03‒10, +7‒914‒2‒72‒53‒16, +7‒984‒118‒78‒84"
"Основа-техстрой, ООО, строительная фирма",,+7‒924‒664‒73‒30
"Каскад, магазин отделочных материалов",,"+7 (4112) 25‒16‒78, +7 (4112) 25‒89‒98"
"3D полимер, производственно-монтажная компания",,+7‒924‒765‒26‒22
"АрсакоЛимитед, ООО, компания по производству резиновых покрытий",,"+7 (4112) 32‒06‒06, +7‒914‒2‒728‒435"
"СпортПолимер, компания по изготовлению наливных полов",,"+7 (4112) 25‒70‒55, +7‒924‒765‒70‒55"
"Полимерные наливные полы, ООО, производственно-монтажная компания",,"+7‒914‒273‒89‒09, +7 (4112) 25‒16‒78"
"Стройтехнологии, ООО, строительная компания",,+7‒964‒418‒12‒10
"Служба по устройству промышленных наливных полов и шлифовке бетона",,+7‒924‒864‒22‒21
"Нью вижн, ООО, рекламное агентство полного цикла",reklama322030@mail.ru,"+7 (4112) 32‒20‒30, +7 (4112) 26‒20‒80, +7 (4112) 25‒11‒40, +7 (4112) 255‒755, +7‒924‒661‒81‒01"
"Оригами, рекламное агентство полного цикла",,"+7 (4112) 32‒02‒42, +7‒914‒2‒72‒73‒00"
"Пиар+, рекламное агентство",,"+7‒914‒2‒744‒111, +7 (4112) 32‒01‒23, +7 (4112) 211‒200"
"МедиаПринт, рекламно-полиграфическое агентство",,"+7‒914‒282‒91‒11, +7‒914‒112‒09‒10"
"Red Brand, рекламная группа",,"+7 (4112) 42‒42‒10"
"ProReklama1, рекламная компания",,"+7 (4112) 26‒16‒88"
"LED реклама 14, рекламное агентство",,+7‒924‒664‒44‒45
"СеверПроект14, ООО, рекламно-производственная компания",,"+7 (4112) 25‒08‒39"
"Заречье, рекламное агентство",,"+7‒914‒826‒72‒99, +7‒914‒266‒41‒01"
"А-Оптима, сеть магазинов бытовой техники, посуды и фильтров для воды",optimaykt@mail.ru,"+7 (4112) 26‒28‒26, +7‒914‒2‒706‒377, +7‒924‒766‒28‒26"
"Восток, центр",,"+7‒924‒868‒99‒44, +7‒914‒268‒45‒41, +7‒924‒163‒33‒59, +7‒924‒874‒68‒88"
"Zepter INTERNATIONAL, торговая фирма",,"+7‒924‒664‒64‒34, +7 (4112) 40‒23‒05, +7‒914‒292‒78‒72"
"Тяньши, информационно-сервисный центр",,"+7‒914‒238‒45‒06, +7‒967‒912‒98‒73"
"Служба уничтожения запахов сухим туманом",,"+7‒914‒2‒701‒974, +7 (4112) 261‒911"
"А-Оптима, сеть магазинов бытовой техники, посуды и фильтров для воды",optimaykt@mail.ru,"+7 (4112) 26‒28‒26, +7‒914‒2‒706‒377, +7‒924‒766‒28‒26"
"А-Оптима, сеть магазинов бытовой техники, посуды и фильтров для воды",optimaykt@mail.ru,"+7 (4112) 26‒28‒26, +7‒914‒2‒706‒377, +7‒924‒766‒28‒26"
"А-Оптима, сеть магазинов бытовой техники, посуды и фильтров для воды",optimaykt@mail.ru,"+7 (4112) 26‒28‒26, +7‒914‒2‒706‒377, +7‒924‒766‒28‒26"
"Станция скорой медицинской помощи г. Якутска",,103
"Якутский республиканский центр медицины катастроф",,"+7 (4112) 44‒81‒77, +7 (4112) 44‒81‒76"
"Аварийная служба",,104
"Служба спасения Республики Саха (Якутия)",,"+7 (4112) 42‒40‒32, +7 (4112) 45‒90‒19, +7 (4112) 20‒30‒63"
Полиция,,102
"Скорая медицинская помощь",,103
"Военизированная горноспасательная часть",,"+7 (4112) 45‒95‒91"
"Пожарная охрана",,101
"Служба спасения",,101
"Станция скорой медицинской помощи г. Якутска",,103
"Якутский республиканский центр медицины катастроф",,"+7 (4112) 44‒81‒77, +7 (4112) 44‒81‒76"
"Служба спасения Республики Саха (Якутия)",,"+7 (4112) 42‒40‒32, +7 (4112) 45‒90‒19, +7 (4112) 20‒30‒63"
"Дэлэгэй, ООО, сельскохозяйственная торговая компания",zahar_klimentov@mail.ru,"+7‒914‒109‒08‒09, +7‒924‒177‒26‒63, +7‒968‒150‒55‒99, +7‒914‒228‒18‒18"
"СК-Строй, магазин строительных материалов",skstroy28@mail.ru,+7‒914‒2‒722‒338
"ТИМИН, ООО, торговая компания",,"+7 (4112) 300‒105, +7‒924‒660‒77‒27"
"Компания, ИП Борисенко А.А.",,"+7‒924‒598‒39‒02, +7‒924‒171‒88‒71, +7‒924‒661‒54‒91"
"Сайсары, ОАО, сельскохозяйственная торговая компания",,"+7 (4112) 42‒86‒90, +7 (4112) 43‒30‒38, +7‒914‒294‒87‒08"
"Оптовый магазин по продаже комбикорма",,"+7‒924‒170‒05‒78, +7‒924‒169‒81‒57"
"Фураж, магазин по продаже комбикорма",,"+7‒914‒2‒744‒446, +7 (4112) 74‒44‒43"
"Птицевод Иванов, ООО, компания по оптовой поставке семенного материала и кормов",,"+7 (4112) 42‒56‒82"
"Эргис, торговый дом",,"+7 (4112) 32‒83‒64"
"Оптово-розничная фирма, ИП Пятков В.Б.",,"+7 (4112) 35‒50‒57"
"Белоречье, фирменный магазин",,"+7 (4112) 40‒25‒21"
"Мархинка, сельскохозяйственная ярмарка",,
