Names;Email;Phones
Абсолют-Сервис, мастерская по ремонту холодильников и заправке автокондиционеров;mihaguru@list.ru;+7‒914‒2‒705‒077, +7‒914‒220‒94‒20
МГК, торгово-монтажная фирма;mgk2000@mail.ru;+7 (4112) 21‒42‒47, +7 (4112) 47‒42‒83, +7‒924‒168‒30‒66
Мастерфайбр-Актив, ООО, производственно-торговая фирма;mfa14@mail.ru;+7 (4112) 44‒51‒13, +7‒914‒2‒701‒377
Металл Торг;metall_torg@mail.ru, zayavka@metalltorg.biz;+7 (4112) 47‒33‒33, +7‒914‒300‒60‒90, +7‒924‒599‒99‒51, +7‒962‒738‒33‒38
Men`s House, гостиничный комплекс;mens_house@mail.ru;+7 (4112) 25‒41‒41, +7 (4112) 25‒52‒44, +7 (4112) 44‒80‒30, +7 (4112) 44‒80‒27
MEGA мойка, автомойка;megamoyka@list.ru;+7 (4112) 25‒00‒03, +7‒924‒765‒00‒03
МойДоДыр, сауна;mdd-ykt@mail.ru;+7‒924‒766‒06‒16, +7 (4112) 45‒97‒27
Гейзер, магазин бытового и промышленного оборудования для очистки воды;md.galg@yandex.ru;+7‒924‒765‒07‒82, +7‒924‒878‒87‒91
Медицинский центр г. Якутска;mcy_2013@mail.ru;+7 (4112) 50‒00‒03, +7 (4112) 21‒10‒45
Maximum, автосервис;maximum-ykt@mail.ru;+7 (4112) 43‒92‒71
Матрасон, магазин матрасов;matrason14@mail.ru;
iTservice, мастерская по ремонту телефонов и компьютеров;masters_comp@mail.ru;+7‒914‒2‒71‒77‒73
НиК, мастерская по продаже и ремонту автостекол;masternicmail@mail.ru;+7‒914‒2‒746‒630, +7‒914‒2‒707‒670, +7‒924‒163‒11‒55, +7‒924‒177‒11‒00, +7‒964‒419‒23‒21
Мастер, магазин инструмента и оборудования;master-ykt@mail.ru;
Master Shifu, служба доставки суши, роллов и пиццы;master_chifu_ykt@mail.ru;+7 (4112) 25‒95‒71
ТелМарт, магазин телефонов и аксессуаров;manager.telmart@mail.ru;+7 (4112) 34‒50‒60
Ассортимент, магазин мотозапчастей и запчастей для УАЗ, ВАЗ и НИВА;mam_ih@mail.ru;+7‒914‒291‒88‒02, +7‒924‒460‒99‒81
Автоэмали на Манньыаттаахе, центр подбора автоэмалей и продажи товаров для кузовного ремонта;maksimo.a@mail.ru;+7‒914‒2‒72‒00‒17, +7‒914‒2‒707‒915
Государственный региональный центр стандартизации, метрологии и испытаний в Республике Саха (Якутия), ФБУ Якутский ЦСМ;mail@yakcsm.ru, sert@yakcsm.ru;
Группа компаний Безопасность, ООО;mail@gk-bezopasnost.ru, ekoprom-ykt@mail.ru;
Сириус, мастерская по ремонту и выкупу цифровой техники;maikl12333@gmail.com;+7‒914‒2‒73‒21‒21, +7‒914‒2‒717‒712
Махтал, кафе;mahtal@mail.ru;+7 (4112) 45‒05‒55
Магия Меха, меховой салон;magia_mexa@mail.ru;+7‒924‒766‒30‒04
12 Вольт, установочный центр;magazin@12ykt.ru;+7 (4112) 24‒12‒00
Махтал, ресторан;machtal@mail.ru;+7 (4112) 450‒333
Северяне, мини-гостиница;m19456@inbox.ru;+7‒968‒154‒48‒82
Мясной двор, сеть фирменных магазинов мясной продукции;m-dvor.yakutsk2015@mail.ru;
Люструм, магазин современных люстр и электрокаминов;lustroom@mail.ru;
Шторница, ателье штор, карнизов и жалюзи;lrezeda@inbox.ru;
АЛМАС, ООО, лесопромышленный комплекс;lpk@alanab.ru, almas-ooo@mail.ru;+7 (4112) 44‒96‒09, +7‒914‒2‒712‒083, +7 (4112) 44‒98‒68
Лось, ООО, сервисный центр;los@sakha.ru;+7 (4112) 43‒76‒43, +7 (4112) 43‒71‒73, +7 (4112) 39‒03‒92
Ломбард Пегас, ООО, ломбард цифровой техники, норковых шуб и автомобилей;lombardpegas@gmail.com;
Ломбард АвтоМех, ООО, меховой ломбард;lombard-avtomex@mail.ru;
Ломбард АвтоМех, ООО, автоломбард;lombard-avtomex@mail.ru;+7‒914‒2‒720‒307, +7 (4112) 25‒43‒43
Компания по продаже пиломатериалов, ИП Савенкова С.Е.;lesovichok-2012@bk.ru;+7 (4112) 25‒77‒70, +7‒914‒2‒702‒660
Лесторг, торговая компания;lesovichok-2012@bk.ru;+7 (4112) 25‒66‒67, +7 (4112) 24‒06‒24, +7‒924‒765‒66‒67, +7‒968‒154‒06‒24
Леман, культурно-досуговый центр;leman.ykt@mail.ru;+7‒914‒2‒734‒333
LaVanda, оптово-розничный цветочный дом;lavandadv@gmail.com;
Мама и Я, магазин для будущих мам и малышей;lanejane@mail.ru;
Анфиса, магазин-ателье тканей и швейной фурнитуры;lanalazareva61@gmail.com;+7‒965‒996‒97‒92, +7‒914‒298‒34‒32, +7‒984‒113‒54‒75, +7‒914‒305‒40‒61
Золотая Империя, сеть ювелирных салонов;lan9378@yandex.ru;+7‒914‒2‒730‒735
ЕвроПол, магазин ламината, пробки и паркета;laminat14@gmail.com;+7 (4112) 25‒85‒80, +7‒924‒179‒65‒95
Окна К, ООО, торгово-монтажная компания;kvn04@mail.ru;
СтройМода, магазин-салон;kuzma7772008@yandex.ru;+7 (4112) 36‒90‒00, +7‒914‒264‒31‒63
KTV, ресторан-караоке;ktvykt@list.ru;+7‒914‒2‒73‒88‒55
Весь крепеж, магазин;krep-ykt@mail.ru;+7 (4112) 40‒30‒20
Служба заказа манипулятора и эвакуатора, ИП Коваленко Э.В.;kovalenkoed83@mail.ru;+7‒914‒2‒701‒002, +7‒924‒765‒27‒57, +7‒914‒2‒75‒88‒71
Космос, дистрибьютор концерна Tikkurila;kosmos-ykt@mail.ru;
Kormzdes.ru, интернет-магазин кормов;kormzdes@mail.ru;+7‒924‒867‒88‒67
Конт-Карго, транспортная компания;kontcargo@mail.ru;+7 (4112) 31‒88‒00
Мир пряжи и шитья, магазин;kolodaita@rambler.ru;+7 (4112) 47‒32‒00
Северные шины, сеть автомагазинов;kolesa26@mail.ru;+7‒914‒2‒722‒722, +7‒924‒568‒22‒22, +7‒924‒87‒42‒888
Невромед-С, клиника;klinika.nevromed@mail.ru;+7‒914‒2‒75‒81‒81, +7 (4112) 40‒51‒50
Техник, ООО, центр технического обслуживания контрольно-кассовых машин;kkm_technic@bk.ru;+7 (4112) 35‒40‒11, +7 (4112) 32‒02‒73
KING-AQUA, служба доставки питьевой воды;king-aqua@yandex.ru;+7 (4112) 24‒02‒02, +7‒968‒154‒02‒02, +7‒924‒165‒21‒01
КиинСтрой, строительная компания;kiinstroy@mail.ru;+7‒914‒2‒720‒510
Новый Пекин, культурно-досуговый центр;kattagul@mail.ru;+7‒924‒876‒8888, +7‒914‒2‒739‒818
Тюльпан, салон цветов;katirome1989@yandex.ru;+7‒914‒2‒72‒49‒49
Кассервис, ООО, центр технического обслуживания;kasservis18@bk.ru;+7‒924‒271‒71‒54, +7‒914‒172‒55‒88, +7‒964‒422‒87‒15
ГазМоторс, установочный центр газобаллонного оборудования;kap-73@yandex.ru;+7 (4112) 25‒01‒93, +7‒924‒765‒01‒93
Канти, центр комплементарной медицины и СПА;kanti-spa@mail.ru;
Камелёк, магазин якутской национальной посуды и сувениров;kamelekzakaz@mail.ru, kamelek_studio@mail.ru;+7 (4112) 42‒43‒75
Дальнобой, магазин автозапчастей КАМАЗ, ЯМЗ и МАЗ;kamaz-ykt@mail.ru;+7 (4112) 40‒80‒80, +7‒914‒247‒90‒25, +7 (4112) 731‒733
JazzДекор, салон декоративных изделий;jazz-decor@yandex.ru;+7 (4112) 260‒030, +7‒924‒766‒00‒30
Жалюзи Room, торговая компания;jaluzi.room@mail.ru;
Sta Fit, фитнес-центр;ivan@stafitness.ru;+7 (4112) 26‒00‒94, +7‒924‒766‒00‒94
АйТрэвел Якутск, туристическое агентство;itravel.ykt@gmail.com;+7‒914‒2‒74‒88‒90, +7‒984‒106‒28‒48, +7‒914‒2‒71‒88‒92
iTop, магазин телефонов и игровых приставок;itoptver@yandex.ru;+7‒968‒155‒33‒30, +7‒914‒2‒700‒663
Главное туристическое агентство Тур Люкс, ООО, уполномоченное агентство Пегас Туристик;itlux@bk.ru;+7‒914‒2‒740‒940, +7‒964‒420‒93‒95, +7 (4112) 42‒54‒96
ИТЦ, ООО, информационно-технический центр;itcapk@mail.ru;+7‒914‒227‒65‒40, +7 (4112) 42‒31‒90
iService, специализированный сервисный центр;iservice.inc14@gmail.com;+7‒914‒2‒721‒700, +7‒924‒365‒62‒22, +7‒914‒234‒67‒88
I Speak English, визовый центр;ise.visacenter@gmail.com;+7 (4112) 25‒90‒55, +7‒924‒664‒52‒55
Курьерская служба Регион-Экспресс, ООО;irkutsk@region-express.com;+7 (4112) 70‒73‒07, +7‒914‒270‒73‒07
ОлИмП-Мебель, оптово-розничный магазин;ipsnm@bk.ru;
Мир потолков, компания по продаже и установке натяжных потолков;ipkuzymin@gmail.com;+7‒924‒766‒00‒46, +7 (4112) 26‒00‒46, +7 (4112) 26‒03‒19
Интеллект, ООО, аналитический центр оценки и консалтинга;intellcom@mail.ru;+7‒924‒177‒33‒85, +7‒914‒237‒29‒48, +7 (4112) 366‒566, +7‒914‒290‒08‒40, +7‒924‒167‒63‒13
ЭТАЖИ, федеральная риелторская компания;info@yakutsk.etagi.com, yakutsk.etagi@mail.ru;+7 (4112) 34‒10‒10
Восточная Техника, ООО, официальный дилер Caterpillar;info@vost-tech.ru;+7 (4112) 35‒03‒07, +7 (4112) 35‒03‒08
VERONA, производственная фирма;info@verona14.ru;+7 (4112) 25‒05‒41, +7‒914‒100‒24‒11, +7‒914‒2‒75‒66‒77
ТехДорСтрой, ООО, торгово-производственная компания;info@sibirsnab.ru;+7‒902‒767‒44‒47
Самурай, торгово-сервисный центр;info@samurai14.ru;
Салют, оптово-розничный магазин фейерверков;info@salut-ykt.ru;+7‒924‒765‒25‒10, +7 (4112) 25‒25‒10
Rektime, рекламная группа;info@rektime.ru;
Центр пищевых технологий;info@profihleb.ru, zakaz@profihleb.ru;+7 (4112) 24‒01‒77
Про100, ООО, рекламная компания;info@pro100ykt.ru;8‒800‒234‒46‒48
Планета Электро, сеть профессиональных магазинов электрики и инструментов;info@planeta-electro.com;
NailYkt.ru, интернет-магазин;info@nailykt.ru;+7‒924‒663‒63‒20
ЭНЕРГОСИСТЕМЫ, магазин электротоваров;info@mek-sakha.ru;+7 (4112) 215‒220, +7 (4112) 215‒380, +7 (4112) 21‒51‒53, +7‒914‒821‒20‒51, +7 (4112) 215‒389
Магнесия, диагностический МРТ-центр;info@magnesia.su;+7 (4112) 31‒81‒21, +7‒924‒871‒67‒21
Инженерные системы, ООО, проектное бюро;info@isystemy.ru, staff@isystemy.ru;8‒800‒222‒10‒40
Евростом+, стоматологическая клиника;info@eurostomplus.ru;
Эгэлгэ, ювелирная компания;info@egelge.com;8‒800‒2222‒881
Дисплей групп;info@displaysakha.ru, td@displaysakha.ru;
Канцпроф, сеть магазинов канцелярских товаров;info@bookmk.ru;+7‒914‒2‒741‒425
Автомастер, автоцентр;info@avtomaster14.ru;+7 (4112) 318‒400, +7 (4112) 25‒26‒10
АудиоСлух, компания по продаже слуховых аппаратов и медтехники;info@audiosluh.ru;+7 (4112) 72‒71‒92, +7‒914‒2‒72‒71‒94
АТА, транспортно-логистическая компания;info@ata.su;8‒800‒500‒88‒88
